epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_precision,val_recall
0,1.5949844561258952,25.573333325195314,1.5558366327285766,31.99999991455078,0.29612348279302925,0.3393509985770093,0.32
1,1.5195629950205485,35.46666667277018,1.4523499378204345,38.55999998779297,0.37729100033092833,0.38813851567949087,0.3856
2,1.469404989115397,40.826666676839196,1.3810437726974487,43.679999914550784,0.4231379351625745,0.43303898695040266,0.4368
3,1.460386153348287,39.81333332519531,1.3535437412261964,44.87999996337891,0.43611332027150107,0.47368601061099697,0.4488
4,1.4068526432673136,45.06666668701172,1.2838335899353028,46.23999996948242,0.4484055655034028,0.4722501024184399,0.4624
5,1.3740555388768514,45.86666666259766,1.297727303314209,46.88,0.4540502280445466,0.4776610012864464,0.46880000000000005
6,1.3463201081593832,47.97333332722982,1.2927607620239259,44.07999998779297,0.42997068529847826,0.5379172630036766,0.4408
7,1.327402927716573,49.73333333740234,1.157159095954895,55.52,0.5513984375382756,0.5587970122243189,0.5552
8,1.3033693713506063,51.040000014241535,1.1386734414100648,55.6000000366211,0.548913043617872,0.5626708694506329,0.556
9,1.2688555581410725,54.31999998982747,1.3117079426288605,44.719999926757815,0.37406481273097386,0.569765158677922,0.44719999999999993
10,1.2577027549743653,54.47999998575846,1.0791425503730774,57.19999991455078,0.5710366841975275,0.5747602650453676,0.572
11,1.2010937386830647,57.54666666666667,1.2014896202087402,54.39999998779297,0.5211940182182999,0.6305185224269692,0.544
12,1.187264294751485,57.46666667073568,1.060276948261261,56.55999993896484,0.5715347294964988,0.6151691224727333,0.5656000000000001
13,1.140482722791036,61.38666665039062,1.091188917350769,55.12000008544922,0.5250943270802375,0.6448747177558598,0.5512
14,1.1454021712621052,60.29333334147135,1.408061431980133,46.71999995117187,0.4319253284535386,0.5787544326696563,0.46719999999999995
15,1.1268389988263448,62.373333327229815,1.3966039005756379,47.200000061035155,0.4081065786654451,0.6148758455520413,0.472
16,1.084555819193522,64.13333332722982,1.3276944065093994,47.11999996948242,0.40876215887004597,0.6386029505753559,0.47119999999999995
17,1.0766380732218424,64.13333336995443,1.5015713356018066,47.35999999389649,0.4070580868368368,0.5940949864248866,0.4736000000000001
18,1.060942957687378,65.84,1.0887286489963532,60.079999975585935,0.5640085927993314,0.6777162465948448,0.6008
19,1.0384647394180297,66.64000001220703,0.8962991905212402,62.71999998779297,0.604087674161985,0.7056251450790065,0.6272
20,1.0098747505187988,69.14666670328776,0.9610859127044677,61.920000006103514,0.6075976462613046,0.694432303714663,0.6192
21,0.9770328059514364,70.98666665039063,0.9624374362945557,59.119999987792966,0.5951682221891759,0.7554616440897863,0.5912
22,0.9873821971257528,70.53333337402344,1.0574224517822266,58.319999992370605,0.5430923658810743,0.6963094979763483,0.5832
23,0.9510976919174194,72.6933333170573,0.8581733905792236,66.15999998779297,0.6409481507800454,0.7380830106863189,0.6616
24,0.9576614671071371,72.34666668294271,0.9244826532363891,64.23999999389649,0.6167862460069544,0.7550732116080657,0.6424000000000001
25,0.919301440111796,74.08000000813801,0.9515827646255494,63.039999981689455,0.6216592385506049,0.7447400010108207,0.6304
26,0.9050516346931458,76.3733333211263,0.8533557008743287,66.00000002441406,0.6537274144005443,0.722958091194869,0.6599999999999999
27,0.877192890961965,77.38666670735677,0.6746144096374511,75.75999999389649,0.7552859886678598,0.7933744184093119,0.7576
28,0.8708114618937175,77.6533333211263,0.8994971481323242,63.67999998779297,0.6221926715953434,0.7250793108928141,0.6367999999999999
29,0.8690330066680908,77.59999999186198,0.8222605712890625,69.28000001220703,0.6671394704696398,0.7516677250469215,0.6927999999999999
30,0.8457808684031168,79.19999999186197,0.7184390778541565,71.91999991455079,0.7271895827753287,0.8045113896334968,0.7192000000000001
31,0.8272670787175497,80.13333337809244,0.7048723539352417,72.96000006103516,0.7430673323614977,0.813868274533841,0.7296
32,0.8183182205200196,81.01333334960937,0.7745178978919983,72.07999998779297,0.7171839741066914,0.7731378604434591,0.7208
33,0.8067547764460246,82.10666665852865,0.8013104303359986,69.20000002441407,0.6999673157710965,0.7864047467744003,0.692
34,0.8007407176335652,82.2400000406901,0.5467753781795501,81.28000010986328,0.8127436933554769,0.8352053653467981,0.8128
35,0.800387766901652,81.81333332519532,0.5365984207630158,84.31999995117188,0.8429421941637685,0.8448480671343498,0.8432000000000001
36,0.7812072942097982,83.17333337809245,0.6699330400466919,73.52000006103516,0.7334763425499699,0.7852398003238636,0.7352000000000001
37,0.7784184405644735,82.88000004475911,0.5011191881656647,84.31999995117188,0.8429595953065799,0.8503670634595547,0.8432000000000001
38,0.7644592411359151,84.05333332519531,0.47558383445739744,84.64000010986328,0.8457073617108974,0.8479488419452578,0.8464
39,0.7637542431513469,83.94666665852864,0.5424595457553864,81.19999992675781,0.8109277360598186,0.8297217523476528,0.812
40,0.7543988442103068,84.53333337809245,0.5560790150642395,81.44000010986328,0.8153781786472394,0.845073254399006,0.8144
41,0.7454834784507751,85.38666671142578,0.5219499795436859,82.07999992675781,0.8170086871390823,0.8409438293802151,0.8208
42,0.745614108657837,85.57333337809244,0.4527240545511246,85.67999992675782,0.8568793956547545,0.8586816071681973,0.8568
43,0.7324651731491089,86.10666670735677,0.4443271892786026,86.31999997558594,0.8613536301059306,0.8660334265212754,0.8632
44,0.7310988337516785,85.68000002034505,0.5385494783401489,81.44000008544921,0.8069157845357378,0.8376107541974793,0.8144
45,0.7219190784454346,86.21333334960937,0.430241197013855,87.11999995117188,0.8717665188466516,0.8741189400201324,0.8712
46,0.7126383755048116,87.49333332519531,0.5724605888605118,78.4,0.7687120165655935,0.8206872664285216,0.784
47,0.7107653040250143,86.85333332519531,0.5341311072349548,81.75999995117188,0.8148270291038866,0.8441287037259471,0.8176
48,0.7019862633069356,87.78666666259765,0.46945793986320494,85.51999995117187,0.8541854821707222,0.869121367202624,0.8552
49,0.7063023044586182,87.06666668701172,0.6452051414489746,73.99999991455078,0.7483304914220732,0.8254365361039258,0.74
50,0.7095552205403646,87.12000004475911,0.5632264977455139,81.68,0.8105282116335235,0.8443992771743127,0.8168
51,0.6941172042528788,88.05333337402344,0.4389537664413452,86.23999992675782,0.8618660139895733,0.8702090090464099,0.8624
